,機關名稱,機關地址,Longitude,Latitude,類型
4526,新北市新店區直潭國民小學附設幼兒園,新北市新店區直潭里20鄰直潭路92號,121.5317755,24.9378,幼兒園
4527,新北市立深坑國民中學附設幼兒園,新北市深坑區深坑里18鄰文化街41號,121.6181481,25.0009309,幼兒園
4528,新北市鶯歌區二橋國民小學附設幼兒園,新北市鶯歌區二橋里2鄰中正三路106號,121.3375994,24.9407834,幼兒園
4529,新北市三峽區三峽國民小學附設幼兒園,新北市三峽區永?里16鄰中山路16號,121.3700769,24.9345806,幼兒園
4530,新北市立蘆洲國民中學附設幼兒園,新北市蘆洲區中原里5鄰中正路265號,121.4671226,25.0875048,幼兒園
4531,新北市蘆洲區成功國民小學附設幼兒園,新北市蘆洲區成功里27鄰長安街311號,121.457424,25.0859832,幼兒園
4532,新北市蘆洲區仁愛國民小學附設幼兒園,新北市蘆洲區水湳里15鄰民族路488號,121.4702555,25.0919442,幼兒園
4533,新北市立三重高級中學附設幼兒園,新北市三重區光明里19鄰集美街212號,121.491492,25.0547509,幼兒園
4534,新北市立青山國民中小學附設幼兒園,新北市汐止區自強里20鄰莊敬街33號,121.6566798,25.0611539,幼兒園
4535,新北市三峽區大埔國民小學附設幼兒園,新北市三峽區大埔里17鄰大埔路130號,121.3664967,24.90574,幼兒園
4536,新北市新店區北新國民小學附設幼兒園,新北市新店區張北里9鄰寶橋路8號,121.5447711,24.9738189,幼兒園
4537,新北市林口區瑞平國民小學附設幼兒園,新北市林口區太平里8鄰後坑34之1號,121.369424,25.121003,幼兒園
4538,臺北市私立育華幼兒園,臺北市松山區敦化里16鄰八德路3段12巷51弄44之2號1樓,121.5521028,25.0459419,幼兒園
4539,財團法人臺北市私立立德幼兒園,臺北市松山區東光里26鄰南京東路5段123巷8弄47號1樓,121.5606764,25.0520184,幼兒園
4540,臺北市私立圓圓幼兒園,臺北市松山區中正里27鄰慶城街20號1樓,121.545607,25.053401,幼兒園
4541,育達學校財團法人臺北市私立育達高級中等學校附設臺北市私立點點幼兒園,臺北市松山區復勢里10鄰南京東路四段120巷31號1樓,121.555225,25.0501183,幼兒園
4542,財團法人臺灣省臺南市天主教鮑思高慈幼會附設臺北市私立思高幼兒園,臺北市松山區民有里2鄰民生東路三段125號1樓,121.5473975,25.0580792,幼兒園
4543,臺北市私立維多利亞幼兒園,臺北市松山區民有里20鄰民權東路3段160巷19弄17號1樓,121.5410368,25.0627924,幼兒園
4544,臺北市私立光華幼兒園,臺北市松山區中正里16鄰慶城街16巷3,121.5459903,25.0532514,幼兒園
4545,臺北市私立民權幼兒園,臺北市松山區新益里5鄰富錦街562巷13號1樓,121.5676084,25.0621417,幼兒園
4546,臺北市私立民族幼兒園,臺北市松山區介壽里3鄰新中街4巷6,121.5610456,25.0575302,幼兒園
4547,臺北市私立郁欣幼兒園,臺北市松山區復源里3鄰八德路三段106巷70號,121.5541072,25.0459798,幼兒園
4548,臺北市私立童欣幼兒園,臺北市松山區東榮里13鄰富錦街396號,121.559818,25.060497,幼兒園
4549,臺北市私立優寶幼兒園,臺北市松山區東勢里5鄰南京東路四段133巷6弄2號1,121.5550455,25.0525934,幼兒園
4550,臺北市私立卡兒堡幼兒園,臺北市松山區敦化里26鄰八德路三段12巷57弄39.41號1樓,121.550708,25.0453239,幼兒園
4551,臺北市私立健寶兒幼兒園,臺北市松山區民有里13鄰敦化北路222巷11之1,121.5482867,25.0592693,幼兒園
4552,臺北市經國三民非營利幼兒園（委託財團法人經國管理暨健康學院辦理）,臺北市松山區三民里18鄰民生東路5段163-1號2樓,121.5628304,25.0592799,幼兒園
4553,臺北市私立小敦園幼兒園,臺北市松山區中華里8鄰敦化北路145巷55號1樓,121.5515584,25.0537025,幼兒園
4554,臺北市私立小慶園幼兒園,臺北市松山區中正里27鄰慶城街16巷9-1號1樓,121.546096,25.053749,幼兒園
4555,臺北市私立天喜幼兒園,臺北市松山區新益里1鄰民權東路五段102號1,121.5676515,25.0632618,幼兒園
4556,臺北市私立賀瑞幼兒園,臺北市松山區中華里14鄰南京東路四段53巷11弄1號及3號1樓,121.5510507,25.0531367,幼兒園
4557,臺北市私立勁寶兒民權幼兒園,臺北市松山區民有里6鄰民權東路三段106巷21弄12號1樓,121.5454423,25.0593777,幼兒園
4558,臺北市私立凱思幼兒園,臺北市松山區復勢里19鄰光復北路100巷8號2樓,121.557302,25.050444,幼兒園
4559,臺北市私立喜樂幼兒園,臺北市松山區安平里9鄰健康路290之1號1樓,121.565389,25.0539636,幼兒園
4560,臺北市私立日恩幼兒園,臺北市松山區鵬程里9鄰健康路325巷16號1樓,121.5673275,25.0559532,幼兒園
4561,臺北市私立聖儒幼兒園,臺北市松山區民有里10鄰復興北路361巷24號1樓,121.5460171,25.0603032,幼兒園
4562,臺北市私立資幼幼兒園,臺北市松山區東榮里13鄰富錦街372號1樓,121.5584424,25.0603894,幼兒園
4563,臺北市私立青林幼兒園,臺北市松山區福成里3鄰敦化南路一段80巷20號1樓,121.547878,25.046603,幼兒園
4564,臺北市私立寶仁幼兒園,臺北市松山區龍田里32鄰光復北路230巷1號1樓,121.5552,25.055985,幼兒園
4565,臺北市私立馨兒園幼兒園,臺北市松山區敦化里10鄰八德路三段12巷60號1樓.三段12巷62弄2號1樓,121.5505364,25.0458857,幼兒園
4566,臺北市私立嘉勝幼兒園,臺北市松山區東光里22鄰三民路9-17,121.5637207,25.0536505,幼兒園
4567,臺北市私立格爾幼兒園,臺北市松山區中崙里7鄰八德路二段402號1至2樓,121.546693,25.0480342,幼兒園
4568,臺北市私立松迪幼兒園,臺北市松山區新聚里17鄰東興路2巷10號1樓,121.5649442,25.0508259,幼兒園
4569,臺北市私立耕心幼兒園,臺北市松山區中華里13鄰南京東路四段53巷11弄2號1樓至2樓,121.5510653,25.053419,幼兒園
4570,財團法人福智文教基金會附設臺北市私立妙行幼兒園,臺北市松山區東勢里1鄰南京東路4段133巷5弄23號1樓,121.5551904,25.0525161,幼兒園
4571,臺北市私立正欣?蒙幼兒園,臺北市松山區介壽里11鄰光復北路165巷3號1樓,121.5557684,25.0574138,幼兒園
4572,臺北市私立純青幼兒園,臺北市松山區龍田里36鄰光復北路190巷35號1樓,121.5542739,25.0547932,幼兒園
4573,臺北市私立小親親幼兒園,臺北市松山區東昌里12鄰民生東路4段80巷15弄3號1樓,121.5531022,25.0564156,幼兒園
4574,臺北市私立哈寶寶幼兒園,臺北市松山區東榮里26鄰民生東路五段69巷2弄13號及15號1樓,121.5588909,25.0594131,幼兒園
4575,臺北市私立豐村幼兒園,臺北市松山區復盛里17鄰八德路四段106巷2弄4號1樓,121.560806,25.0480799,幼兒園
4576,臺北市私立凱思寶幼兒園,臺北市松山區復勢里19鄰光復北路100巷8號3樓,121.5571872,25.0504424,幼兒園
4577,臺北市松山區松山國民小學附設幼兒園,臺北市松山區慈祐里20鄰八德路四段746號1樓,121.5782913,25.0503201,幼兒園
4578,臺北市松山區西松國民小學附設幼兒園,臺北市松山區東光里22鄰三民路5號1樓及2樓,121.5634612,25.0523564,幼兒園
4579,臺北市松山區民權國民小學附設幼兒園,臺北市松山區三民里32鄰民權東路四段200號1樓,121.562343,25.0625273,幼兒園
4580,臺北市松山區三民國民小學附設幼兒園,臺北市松山區莊敬里12鄰民權東路五段1號1樓,121.5645793,25.0634023,幼兒園
4581,臺北市松山區健康國民小學附設幼兒園,臺北市松山區自強里3鄰延壽街168號1樓,121.5628669,25.0563853,幼兒園
4582,財團法人台北市中華基督教青年會附設臺北市私立永吉幼兒園,臺北市信義區永吉里1鄰永吉路500號,121.5798331,25.0451562,幼兒園
4583,臺北市私立上群蒙特梭利信義幼兒園,臺北市信義區富台里14鄰忠孝東路5段217號,121.5655871,25.0413397,幼兒園
4584,臺北市信中非營利幼兒園（委託財團法人福智文教基金會辦理）,臺北市信義區三張里13鄰松仁路158巷1號1樓至2樓,121.5670525,25.029603,幼兒園
4585,臺北市?公非營利幼兒園（委託社團法人中華音樂舞蹈暨表演藝術教育協會辦理）,臺北市信義區中行里16鄰福德街221巷15號,121.5856768,25.0370389,幼兒園
4586,臺北市協祐非營利幼兒園（委託社團法人臺北市幼托協會辦理）,臺北市信義區大道里8鄰忠孝東路5段790巷27號,121.5834986,25.0425841,幼兒園
4587,臺北市私立國泰幼兒園,臺北市信義區長春里5鄰永吉路278巷57弄16號1樓,121.5746605,25.0432502,幼兒園
4588,臺北市私立六三幼兒園,臺北市信義區三犁里7鄰信義路5段150巷351號1樓,121.5701247,25.0260522,幼兒園
4589,臺北市私立上群蒙特梭利忠孝幼兒園,臺北市信義區興雅里24鄰忠孝東路5段207號1,121.5646721,25.0412306,幼兒園
4590,臺北市私立友愛幼兒園,臺北市信義區松光里13鄰忠孝東路5段524巷5弄23號1樓,121.5799397,25.040364,幼兒園
4591,臺北市私立寶兒寶幼兒園,臺北市信義區正和里14鄰光復南路419巷17號1樓,121.5580508,25.0366125,幼兒園
4592,財團法人天主教會台北教區附設臺北市私立三德幼兒園,臺北市信義區六合里5鄰松仁路228巷15號1樓至2樓,121.5679701,25.0248528,幼兒園
4593,臺北市私立天琪幼兒園,臺北市信義區泰和里28鄰吳興街600巷83弄16,121.5712395,25.0188848,幼兒園
4594,臺北市私立慧光幼兒園,臺北市信義區安康里18鄰虎林街232巷66弄1號1樓及232巷68,121.575671,25.03571,幼兒園
4595,臺北市私立甲子園幼兒園,臺北市信義區黎平里12鄰信安街161號1樓至2樓,121.5549495,25.022506,幼兒園
4596,臺北市私立全心幼兒園,臺北市信義區四育里11鄰虎林街40巷30號1樓,121.575011,25.0477,幼兒園
4597,臺北市私立聖幼幼兒園,臺北市信義區安康里18鄰虎林街232巷54號1樓,121.576066,25.036009,幼兒園
4598,臺北市私立傑生幼兒園,臺北市信義區富台里7鄰忠孝東路五段295巷6弄21.23.25號1樓,121.573534,25.0419751,幼兒園
4599,臺北市私立逸仙幼兒園,臺北市信義區興隆里13鄰逸仙路42巷6號1樓,121.5621351,25.0401052,幼兒園
4600,臺北市私立宗周幼兒園,臺北市信義區永春里9鄰松山路393巷32號1樓及忠孝東路五段621巷4號1樓,121.5791162,25.0421013,幼兒園
4601,臺北市私立信義蒙特梭利幼兒園,臺北市信義區安康里6鄰忠孝東路五段236巷45弄9號1,121.5730136,25.0378784,幼兒園
4602,臺北市市政大樓員工子女非營利幼兒園(委託臺北市公務人員協會辦理),臺北市信義區西村里8鄰市府路1號南區2樓,121.5639969,25.037531,幼兒園
4603,財團法人中華文化社會福利事業基金會台北兒童福利中心附設臺北市私立實驗幼兒園,臺北市信義區富台里14鄰虎林街120巷270號1,121.5710935,25.042032,幼兒園
4604,臺北市私立清心幼兒園,臺北市信義區中坡里1鄰福德街137巷4.5號1樓,121.5827507,25.037536,幼兒園
4605,臺北市私立佑保幼兒園,臺北市信義區松光里1鄰忠孝東路五段490號1.2樓,121.578152,25.0407609,幼兒園
4606,臺北市信義區興雅國民小學附設幼兒園,臺北市信義區雅祥里5鄰基隆路一段83巷9號,121.5701196,25.0466379,幼兒園
4607,臺北市信義區光復國民小學附設幼兒園,臺北市信義區興隆里9鄰光復南路271號,121.5578604,25.0400876,幼兒園
4608,臺北市信義區三興國民小學附設幼兒園,臺北市信義區景聯里8鄰基隆路二段99號,121.5582246,25.0293569,幼兒園
4609,臺北市信義區吳興國民小學附設幼兒園,臺北市信義區三張里1鄰松仁路226號,121.5678611,25.025376,幼兒園
4610,臺北市信義區福德國民小學附設幼兒園,臺北市信義區中行里18鄰褔德街253號,121.5866322,25.0384781,幼兒園
4611,臺北市信義區雙永國民小學附設幼兒園,臺北市信義區永春里15鄰松山路287巷5號,121.5798853,25.0430088,幼兒園
4612,臺北市信義區博愛國民小學附設幼兒園,臺北市信義區安康里23鄰松仁路95巷20號,121.5708966,25.0357033,幼兒園
4613,臺北市私立弘人幼兒園,臺北市大安區龍雲里17鄰四維路170巷3號1至2樓,121.5476412,25.0283901,幼兒園
4614,臺北市私立樹屋幼兒園,臺北市大安區通安里18鄰樂利路11巷19號1樓及23號1樓,121.5520064,25.0285489,幼兒園
4615,臺北市私立陽光小屋幼兒園,臺北市大安區龍陣里1鄰瑞安街208巷14弄24號1樓,121.5404889,25.0284124,幼兒園
4616,臺北市私立小天心茜茜幼兒園,臺北市大安區龍泉里7鄰泰順街26巷39號1樓,121.529875,25.0250549,幼兒園
4617,臺北市私立蒙特梭利森林幼兒園,臺北市大安區龍陣里7鄰和平東路二段175巷37之1號,121.5419833,25.0271131,幼兒園
4618,臺北市私立夏莉絲國際大安森林幼兒園,臺北市大安區民炤里19鄰建國南路一段258巷18號,121.5363841,25.0367014,幼兒園
4619,財團法人天主教會台北教區附設臺北市私立曉星幼兒園,臺北市大安區光信里27鄰延吉街254號1樓,121.5564259,25.0344345,幼兒園
4620,財團法人台灣聖公會附設臺北市私立聖約翰幼兒園,臺北市大安區龍淵里1鄰復興南路二段280號,121.5434607,25.0260787,幼兒園
4621,臺北市私立華菂幼兒園,臺北市大安區全安里8鄰安和路二段217巷30,121.5511946,25.0258617,幼兒園
4622,臺北市私立育樂幼兒園,臺北市大安區黎孝里17鄰和平東路三段308巷40號1樓,121.5553411,25.0196054,幼兒園
4623,財團法人中華基督教衛理公會附設臺北市私立衛理幼兒園,臺北市大安區民輝里2鄰新生南路一段113號1樓及117號1樓,121.5330852,25.0398294,幼兒園
4624,財團法人天主教會台北教區附設臺北市私立信光幼兒園,臺北市大安區法治里9鄰通化街178號1,121.5532888,25.0275577,幼兒園
4625,臺北市私立信望愛幼兒園,臺北市大安區虎嘯里2鄰敦化南路二段172巷3號1樓,121.548014,25.0240647,幼兒園
4626,臺北市私立愛英幼兒園,臺北市大安區錦安里2鄰金山南路二段159巷3號,121.5268045,25.0292285,幼兒園
4627,臺北市私立佳安幼兒園,臺北市大安區黎孝里7鄰樂業街131,121.5531419,25.0201748,幼兒園
4628,臺北市私立四維幼兒園,臺北市大安區群賢里13鄰和平東路三段1巷25號,121.5469367,25.0256726,幼兒園
4629,財團法人台北市基督教浸信會懷恩堂附設臺北市私立懷恩幼兒園,臺北市大安區大學里4鄰新生南路3段90號1樓,121.5330309,25.0178171,幼兒園
4630,臺北市私立仁和幼兒園,臺北市大安區誠安里5鄰忠孝東路三段251巷9弄8號,121.5420631,25.0431912,幼兒園
4631,臺北市私立光目華德福幼兒園,臺北市大安區光信里15鄰延吉街241巷2弄11號1,121.5559973,25.0356556,幼兒園
4632,新民學校財團法人臺北市私立新民國民小學附設臺北市私立幼兒園,臺北市大安區龍坡里22鄰辛亥路一段113號1樓,121.5316611,25.0222236,幼兒園
4633,財團法人臺北市私立蒙特梭利幼兒園,臺北市大安區民輝里14鄰新生南路1段103巷27號1樓,121.5331301,25.0405552,幼兒園
4634,財團法人臺北市私立金甌女子高級中學附設臺北市私立幼兒園,臺北市大安區光明里9鄰杭州南路二段1號1樓,121.5240097,25.0345242,幼兒園
4635,臺北市私立陽光寶貝幼兒園,臺北市大安區民炤里2鄰新生南路1段133巷9號1,121.5330669,25.0374933,幼兒園
4636,臺北市私立格林菲爾幼兒園,臺北市大安區全安里16鄰安和路二段181巷2,121.5502383,25.027212,幼兒園
4637,臺北市私立丘山幼兒園,臺北市大安區民輝里16鄰忠孝東路三段10巷8號1樓,121.5334444,25.041699,幼兒園
4638,臺北市私立滿兒圓幼兒園,臺北市大安區敦煌里19鄰仁愛路四段300巷20弄15號1樓,121.5534798,25.0363662,幼兒園
4639,臺北市私立上愛幼兒園,臺北市大安區大學里7鄰溫州街52巷14號1樓,121.5321088,25.0208764,幼兒園
4640,臺北市私立敦歆幼兒園,臺北市大安區昌隆里1鄰忠孝東路三段217巷2弄8號1樓,121.5401346,25.0422408,幼兒園
4641,臺北市私立邦尼幼兒園,臺北市大安區龍坡里11鄰和平東路一段248巷18號1樓及雲和街111號1樓,121.5324981,25.0233396,幼兒園
4642,臺北市私立巧而園幼兒園,臺北市大安區法治里7鄰樂利路45巷6號第1,121.5521379,25.0266845,幼兒園
4643,臺北市私立何嘉仁延吉幼兒園,臺北市大安區光信里27鄰延吉街250號2樓,121.5560075,25.0348962,幼兒園
4644,臺北市私立磊心信義幼兒園,臺北市大安區德安里4鄰四維路76巷17號1樓,121.5465553,25.0344144,幼兒園
4645,臺北市私立信宜幼兒園,臺北市大安區敦安里9鄰安和路一段102巷17號1樓,121.5509147,25.0344198,幼兒園
4646,臺北市私立熱帶魚幼兒園,臺北市大安區建倫里3鄰忠孝東路四段170巷24號1樓,121.5506354,25.0395887,幼兒園
4647,臺北市私立伊帝馬幼兒園,臺北市大安區永康里6鄰金山南路二段13巷17號1樓,121.5282923,25.0333963,幼兒園
4648,臺北市私立蔚景幼兒園,臺北市大安區仁慈里5鄰復興南路1段313巷6號1;2樓,121.5433687,25.0367328,幼兒園
4649,臺北市私立經緯幼兒園,臺北市大安區龍陣里11鄰復興南路二段160巷16號1樓,121.542337,25.0277792,幼兒園
4650,臺北市私立菁英幼兒園,臺北市大安區民輝里3鄰新生南路一段119巷15號1樓,121.5345644,25.0393755,幼兒園
4651,臺北市私立梓園幼兒園,臺北市大安區福住里4鄰信義路二段228巷9號1樓,121.5320222,25.0329522,幼兒園
4652,臺北市私立幼軒幼兒園,臺北市大安區華聲里15鄰延吉街109號2樓,121.5541744,25.0430997,幼兒園
4653,臺北市私立童年空間幼兒園,臺北市大安區敦煌里4鄰信義路四段265巷20弄18號1樓,121.5543569,25.0349694,幼兒園
4654,臺北市私立童馨幼兒園,臺北市大安區黎元里1鄰樂業街182號2樓及184號2樓,121.5540131,25.0190911,幼兒園
4655,臺北市私立蒙特梭利愛兒園幼兒園,臺北市大安區民炤里9鄰新生南路一段161巷4之9號1樓,121.5337187,25.0345534,幼兒園
4656,臺北市私立嘟嘟幼兒園,臺北市大安區華聲里1鄰光復南路96巷2之1號1樓及98之6號1樓,121.5572932,25.0440544,幼兒園
4657,臺北市私立爾雅幼兒園,臺北市大安區龍雲里14鄰大安路二段160巷20號1樓,121.5454267,25.0287026,幼兒園
4658,臺北市私立長青幼兒園,臺北市大安區虎嘯里12鄰基隆路二段232號2樓,121.5509515,25.0232628,幼兒園
4659,臺北市私立禾心蒙特梭利幼兒園,臺北市大安區敦煌里11鄰安和路一段135巷16號1樓,121.5535213,25.034182,幼兒園
4660,臺北市私立享銘幼兒園,臺北市大安區民炤里14鄰信義路三段31巷11號1樓,121.5347922,25.0354274,幼兒園
4661,臺北市私立奇幻幼兒園,臺北市大安區昌隆里8鄰忠孝東路三段217巷1弄7號1樓,121.53936,25.04222,幼兒園
4662,臺北市私立吉事達康博喜幼兒園,臺北市大安區虎嘯里6鄰臥龍街43巷5號1樓及7號1樓,121.5473006,25.0225525,幼兒園
4663,臺北市私立勁寶兒幼兒園,臺北市大安區誠安里17鄰復興南路一段92之8號1樓及76號2樓之3,121.543592,25.043452,幼兒園
4664,臺北市正義非營利幼兒園（委託社團法人中華婦幼發展協會辦理）,臺北市大安區義村里15鄰忠孝東路三段216巷4弄41號1樓及2樓,121.538171,25.041203,幼兒園
4665,臺北市私立格登幼兒園,臺北市大安區民炤里1鄰仁愛路三段26之1號1樓,121.5362644,25.0376004,幼兒園
4666,臺北市私立人安幼兒園,臺北市大安區住安里15鄰四維路154巷19號1樓,121.5470951,25.0311306,幼兒園
4667,臺北市私立桔子蒙特梭利幼兒園,臺北市大安區民輝里6鄰仁愛路三段51巷8號1樓,121.535821,25.0397602,幼兒園
4668,財團法人中華民國郵政職工福利委員會附設臺北市私立員工子女幼兒園,臺北市大安區錦泰里4鄰愛國東路210巷9號2樓,121.5239593,25.031009,幼兒園
4669,財團法人中國文化大學附設臺北市私立文化幼兒園,臺北市大安區龍生里16鄰瑞安街256巷18號及20號1樓,121.5388098,25.0272547,幼兒園
4670,臺北市私立大成幼兒園,臺北市大安區古莊里14鄰雲和街8號1樓,121.5276382,25.023618,幼兒園
4671,臺北市私立三暉幼兒園,臺北市大安區錦華里18鄰和平東路一段91號2樓及2樓之1,121.5258268,25.027166,幼兒園
4672,臺北市私立心聲幼兒園,臺北市大安區龍坡里5鄰新生南路三段22巷14號1樓,121.5335153,25.0240047,幼兒園
4673,臺北市辛亥非營利幼兒園（委託社團法人中華婦幼發展協會辦理）,臺北市大安區臥龍里5鄰辛亥路三段11號1樓及2樓,121.5440795,25.0213768,幼兒園
4674,臺北市私立新生寶貝幼兒園,臺北市大安區福住里4鄰信義路2段230號2樓,121.5317283,25.0333878,幼兒園
4675,臺北市私立磊心蒙特梭利幼兒園,臺北市大安區德安里4鄰信義路四段99巷30.32號1樓,121.5471628,25.0333839,幼兒園
4676,臺北市私立巧可麗國際幼兒園,臺北市大安區龍坡里21鄰泰順街45號2樓,121.5312946,25.0226946,幼兒園
4677,臺北市私立安和寶貝幼兒園,臺北市大安區敦安里5鄰安和路一段78巷1,121.5522053,25.0351182,幼兒園
4678,臺北市私立長青蒙特梭利幼兒園,臺北市大安區虎嘯里12鄰基隆路二段232號3樓,121.5509515,25.0232628,幼兒園
4679,臺北市私立予心屋幼兒園,臺北市大安區光信里13鄰光復南路420巷19號1樓,121.55635,25.0363496,幼兒園
4680,臺北市安東非營利幼兒園（委託社團法人台北市兒童托育協會辦理）,臺北市大安區龍陣里13鄰瑞安街75號2樓,121.541183,25.0282868,幼兒園
4681,臺北市私立亞瑟王皇家幼兒園,臺北市大安區錦華里1鄰潮州街108號2樓,121.5260024,25.0288221,幼兒園
4682,臺北市私立橘子樹幼兒園,臺北市大安區新龍里1鄰瑞安街208巷2號及4號1樓,121.5404563,25.0280579,幼兒園
4683,臺北市私立及愛菁英幼兒園,臺北市大安區古風里14鄰辛亥路一段79號2樓之1,121.5305223,25.0213324,幼兒園
4684,臺北市私立蔚思幼兒園,臺北市大安區全安里8鄰安和路二段217巷22,121.5510693,25.0259479,幼兒園
4685,臺北市和平實驗國民小學附設幼兒園,臺北市大安區臥龍里1鄰敦南街76巷28號,121.545334,25.0213949,幼兒園
4686,臺北市大安區龍安國民小學附設幼兒園,臺北市大安區龍門里10鄰新生南路三段33號1樓至3樓,121.5348482,25.0238736,幼兒園
4687,臺北市大安區幸安國民小學附設幼兒園,臺北市大安區民炤里15鄰仁愛路三段22號,121.5348889,25.0376284,幼兒園
4688,臺北市大安區建安國民小學附設幼兒園,臺北市大安區龍雲里17鄰大安路二段99號,121.5473476,25.0293768,幼兒園
4689,臺北市大安區仁愛國民小學附設幼兒園,臺北市大安區敦安里6鄰安和路一段60號1樓,121.5508263,25.0359343,幼兒園
4690,臺北市大安區古亭國民小學附設幼兒園,臺北市大安區古風里5鄰羅斯福路三段201號,121.5289138,25.0207484,幼兒園
4691,臺北市私立喬幼一江幼兒園,臺北市中山區中吉里2鄰一江街21號1樓及2樓,121.5316072,25.0527172,幼兒園
4692,臺北市私立蘊品幼兒園,臺北市中山區金泰里13鄰基湖路147號1樓,121.5638637,25.0780662,幼兒園
4693,臺北市國防部大直非營利幼兒園（委託財團法人實踐大學辦理）,臺北市中山區大直里35鄰崇實路127號,121.5448744,25.0831979,幼兒園
4694,實踐大學附設臺北市私立幼兒園,臺北市中山區大直里35鄰大直街70號1樓,121.546091,25.0837391,幼兒園
4695,臺北市私立立興幼兒園,臺北市中山區行仁里10鄰龍江路342巷37號1樓及356巷48號1樓,121.5390359,25.0656642,幼兒園
4696,臺北市私立小甜甜幼兒園,臺北市中山區行仁里1鄰五常街51號1樓,121.539383,25.0644338,幼兒園
4697,臺北市私立五常幼兒園,臺北市中山區下埤里7鄰龍江路377巷24號1樓,121.5423915,25.0646691,幼兒園
4698,臺北市私立新生幼兒園,臺北市中山區中庄里4鄰新生北路2段125號1,121.5279618,25.0595912,幼兒園
4699,臺北市私立大愛幼兒園,臺北市中山區松江里11鄰松江路221巷15號1樓,121.5351527,25.0584607,幼兒園
4700,臺北市私立科見幼兒園,臺北市中山區興亞里16鄰松江路90巷9號2樓,121.5312039,25.0506315,幼兒園
4701,臺北市私立晨星蒙特梭利幼兒園,臺北市中山區復華里12鄰龍江路114巷6號1樓,121.5400666,25.0530423,幼兒園
4702,臺北市私立小伊園幼兒園,臺北市中山區中央里13鄰伊通街27之1號1樓,121.535119,25.049879,幼兒園
4703,有限責任臺北市立五常國民中學員生消費合作社附設臺北市私立員工子女幼兒園,臺北市中山區下埤里3鄰復興北路430巷1號1樓,121.543251,25.0634804,幼兒園
4704,臺北市私立幼馨幼兒園,臺北市中山區江寧里5鄰合江街180巷19號1樓,121.538272,25.061168,幼兒園
4705,臺北市私立正光幼兒園,臺北市中山區新生里2鄰松江路362巷13,121.5324485,25.0620323,幼兒園
4706,臺北市私立笙愛幼兒園,臺北市中山區興亞里14鄰松江路78巷8號1樓至2樓,121.532166,25.0497304,幼兒園
4707,臺北市私立傑聲幼兒園,臺北市中山區永安里30鄰明水路397巷2弄10,121.5472669,25.077976,幼兒園
4708,臺北市私立愛迪兒幼兒園,臺北市中山區中吉里16鄰松江路170巷17號2樓,121.5310157,25.0561457,幼兒園
4709,臺北市私立龍江幼兒園,臺北市中山區下埤里9鄰龍江路397巷12號1樓,121.54172,25.0654286,幼兒園
4710,臺北市私立河岸小百合蒙特梭利幼兒園,臺北市中山區永安里32鄰明水路397巷19弄18號1樓,121.5488475,25.0785328,幼兒園
4711,臺北市私立韋斯登幼兒園,臺北市中山區江山里11鄰合江街73巷33號1樓,121.5403088,25.0588328,幼兒園
4712,臺北市私立艾達幼兒園,臺北市中山區金泰里14鄰堤頂大道二段282,121.5649685,25.0782288,幼兒園
4713,臺北市私立建國幼兒園,臺北市中山區中央里10鄰建國北路二段6巷1號1樓至4樓,121.5363465,25.0526186,幼兒園
4714,臺北市私立嘉霖幼兒園,臺北市中山區新福里5鄰民權東路2段107號2樓,121.5329386,25.0627248,幼兒園
4715,臺北市私立山秀幼兒園,臺北市中山區成功里13鄰明水路606巷16號2樓及18號1至2樓,121.5523062,25.0818716,幼兒園
4716,臺北市私立新自立全人幼兒園,臺北市中山區新喜里11鄰德惠街150號2樓及152號1,121.5309942,25.0664933,幼兒園
4717,臺北市私立宜家蒙特梭利幼兒園,臺北市中山區江山里20鄰龍江路271巷5號1樓,121.5411934,25.0595487,幼兒園
4718,臺北市私立國際蒙特梭利幼兒園,臺北市中山區成功里14鄰樂群二路128號1樓,121.5558091,25.07963,幼兒園
4719,臺北市私立卡兒堡大直幼兒園,臺北市中山區金泰里14鄰堤頂大道2段342,121.5634459,25.0791487,幼兒園
4720,臺北市私立松江蒙特梭利幼兒園,臺北市中山區中吉里1鄰松江路124巷21,121.530982,25.0526669,幼兒園
4721,臺北市私立喬可幼兒園,臺北市中山區永安里34鄰北安路554巷19號,121.5489498,25.0801763,幼兒園
4722,臺北市私立蒙特梭利花園幼兒園,臺北市中山區永安里28鄰明水路397巷7弄2號及2之1號1樓,121.5479342,25.0779426,幼兒園
4723,臺北市私立大智幼兒園,臺北市中山區永安里28鄰明水路397巷7弄24號1樓,121.548714,25.0778363,幼兒園
4724,臺北市中山區中正國民小學附設幼兒園,臺北市中山區力行里27鄰龍江路62號,121.5400652,25.0504675,幼兒園
4725,臺北市中山區長安國民小學附設幼兒園,臺北市中山區興亞里16鄰吉林路15號,121.5301942,25.0498254,幼兒園
4726,臺北市中山區長春國民小學附設幼兒園,臺北市中山區中央里1鄰長春路165號,121.5338335,25.0558895,幼兒園
4727,臺北市中山區大直國民小學附設幼兒園,臺北市中山區大直里28鄰大直街2號,121.5462377,25.0805426,幼兒園
4728,臺北市中山區大佳國民小學附設幼兒園,臺北市中山區大佳里6鄰濱江街107號2樓,121.5360181,25.0733728,幼兒園
4729,臺北市中山區懷生國民小學附設幼兒園,臺北市中山區埤頭里11鄰安東街16巷2號,121.541703,25.0452694,幼兒園
